0,2,4,1,17,2,EXECUTION,0.010499999999999999,0.02
0,2,4,1,17,2,WAIT_SEND,0.0305,0.0
0,3,4,1,19,3,EXECUTION,0.010499999999999999,0.02
0,3,4,1,19,3,WAIT_SEND,0.0305,0.0
0,1,4,1,15,1,EXECUTION,3.0000000000000003E-4,0.01
0,1,4,1,15,1,WAIT_SEND,0.0103,0.0
0,1,4,1,15,1,WAIT_SEND,0.0103,0.0
0,1,4,1,15,1,WAIT_RECV,0.030699999999999998,1.999999999999988E-4
0,1,4,1,15,1,WAIT_RECV,0.030699999999999998,1.999999999999988E-4
0,1,4,1,15,1,EXECUTION,0.030699999999999998,0.010399999999999993
0,1,4,1,15,1,WAIT_SEND,0.04109999999999999,0.0
0,0,4,0,14,0,WAIT_SEND,1.0E-4,0.0
0,0,4,0,14,0,WAIT_RECV,0.041299999999999996,2.0000000000000573E-4
1,6,4,0,18,2,EXECUTION,0.0305,0.020000000000000004
1,6,4,0,18,2,WAIT_SEND,0.0505,0.0
1,7,4,0,20,3,EXECUTION,0.0305,0.020000000000000004
1,7,4,0,20,3,WAIT_SEND,0.0505,0.0
1,5,4,0,16,1,EXECUTION,0.0203,0.010000000000000002
1,5,4,0,16,1,WAIT_SEND,0.0303,0.0
1,5,4,0,16,1,WAIT_SEND,0.0303,0.0
1,5,4,0,16,1,WAIT_RECV,0.05070000000000001,2.0000000000000573E-4
1,5,4,0,16,1,WAIT_RECV,0.05070000000000001,2.0000000000000573E-4
1,5,4,0,16,1,EXECUTION,0.05070000000000001,0.010000000000000002
1,5,4,0,16,1,WAIT_SEND,0.06070000000000001,0.0
1,4,4,0,14,0,WAIT_SEND,0.0201,0.0
1,4,4,0,14,0,WAIT_RECV,0.06090000000000002,2.0000000000000573E-4
2,10,4,1,17,2,EXECUTION,0.05090000000000001,0.019999999999999997
2,10,4,1,17,2,WAIT_SEND,0.0709,0.0
2,11,4,1,21,3,EXECUTION,0.05090000000000001,0.019999999999999997
2,11,4,1,21,3,WAIT_SEND,0.0709,0.0
2,9,4,1,15,1,EXECUTION,0.04030000000000001,0.010399999999999993
2,9,4,1,15,1,WAIT_SEND,0.0507,0.0
2,9,4,1,15,1,WAIT_SEND,0.0507,0.0
2,9,4,1,15,1,WAIT_RECV,0.07110000000000001,2.0000000000000573E-4
2,9,4,1,15,1,WAIT_RECV,0.07110000000000001,2.0000000000000573E-4
2,9,4,1,15,1,EXECUTION,0.07110000000000001,0.009999999999999995
2,9,4,1,15,1,WAIT_SEND,0.0811,0.0
2,8,4,0,14,0,WAIT_SEND,0.040100000000000004,0.0
2,8,4,0,14,0,WAIT_RECV,0.08130000000000001,2.0000000000000573E-4
4,16,5,1,32,3,EXECUTION,0.09050000000000001,0.020000000000000004
4,16,5,1,32,3,WAIT_SEND,0.11050000000000001,0.0
4,15,5,1,30,2,EXECUTION,0.09050000000000001,0.020000000000000004
4,15,5,1,30,2,WAIT_SEND,0.11050000000000001,0.0
4,14,5,1,28,1,EXECUTION,0.08030000000000001,0.009999999999999995
4,14,5,1,28,1,WAIT_SEND,0.0903,0.0
4,14,5,1,28,1,WAIT_SEND,0.0903,0.0
4,14,5,1,28,1,WAIT_RECV,0.11070000000000002,2.0000000000000573E-4
4,14,5,1,28,1,WAIT_RECV,0.11070000000000002,2.0000000000000573E-4
4,14,5,1,28,1,EXECUTION,0.11070000000000002,0.009999999999999995
4,14,5,1,28,1,WAIT_SEND,0.12070000000000002,0.0
4,13,5,0,27,0,WAIT_SEND,0.0801,0.0
4,13,5,0,27,0,WAIT_RECV,0.12090000000000002,2.0000000000000573E-4
5,19,4,0,18,2,EXECUTION,0.11050000000000001,0.01999999999999999
5,19,4,0,18,2,WAIT_SEND,0.1305,0.0
5,20,4,0,22,3,EXECUTION,0.11050000000000001,0.01999999999999999
5,20,4,0,22,3,WAIT_SEND,0.1305,0.0
5,18,4,0,16,1,EXECUTION,0.10030000000000001,0.009999999999999995
5,18,4,0,16,1,WAIT_SEND,0.11030000000000001,0.0
5,18,4,0,16,1,WAIT_SEND,0.11030000000000001,0.0
5,18,4,0,16,1,WAIT_RECV,0.13069999999999998,1.9999999999997797E-4
5,18,4,0,16,1,WAIT_RECV,0.13069999999999998,1.9999999999997797E-4
5,18,4,0,16,1,EXECUTION,0.13069999999999998,0.010000000000000009
5,18,4,0,16,1,WAIT_SEND,0.1407,0.0
5,17,4,0,14,0,WAIT_SEND,0.10010000000000001,0.0
5,17,4,0,14,0,WAIT_RECV,0.14089999999999997,1.9999999999997797E-4
6,26,5,1,38,5,EXECUTION,0.1407,0.01999999999999999
6,26,5,1,38,5,WAIT_SEND,0.16069999999999998,0.0
7,27,4,1,17,2,EXECUTION,0.15049999999999997,0.01999999999999999
7,27,4,1,17,2,WAIT_SEND,0.17049999999999996,0.0
